roi_dir,parent_female,parent_male,genotype_pretty,genotype_base_codes,genotype_allele_codes,genotype_marker_fluor_codes,genotype_marker_tag_codes,genotype_marker_fusion_labels,genotype_marker_localizations,genotype_marker_fluor_loc_labels,genotype_marker_fusion_loc_labels,treatment_plasmid_base_codes,treatment_rna_base_codes,treatment_marker_fluor_codes,treatment_marker_tag_codes,treatment_marker_fusion_labels,treatment_marker_localizations,treatment_marker_fluor_loc_labels,treatment_marker_fusion_loc_labels,all_marker_fluor_codes,plate_id_filled,slot_id_filled,roi_index_within_slot,roi_code
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish2_24hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315) x casper/rnf,pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251021-plate1,20251021-plate1-slot1,4.0,20251021-plate1-slot1-roi04
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish3_24hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315) x casper/rnf,pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251021-plate1,20251021-plate1-slot1,5.0,20251021-plate1-slot1-roi05
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish3_24hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315) x casper/rnf,pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251021-plate1,20251021-plate1-slot1,6.0,20251021-plate1-slot1-roi06
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish4_24hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315) x casper/rnf,pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251021-plate1,20251021-plate1-slot1,7.0,20251021-plate1-slot1-roi07
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish5_24hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315) x casper/rnf,pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251021-plate1,20251021-plate1-slot1,8.0,20251021-plate1-slot1-roi08
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish6_24hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315) x casper/rnf,pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251021-plate1,20251021-plate1-slot1,9.0,20251021-plate1-slot1-roi09
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito/fish6_24hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315) x casper/rnf,pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251021-plate1,20251021-plate1-slot1,10.0,20251021-plate1-slot1-roi10
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish1_24hpf_roi1,casper/rnf,tdmScarlet3S2 (F1 of allele 325),casper/rnf x tdmScarlet3S2 (F1 of allele 325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmScarlet3",20251021-plate1,20251021-plate1-slot2,1.0,20251021-plate1-slot2-roi01
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish2_24hpf_roi1,casper/rnf,tdmScarlet3S2 (F1 of allele 325),casper/rnf x tdmScarlet3S2 (F1 of allele 325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmScarlet3",20251021-plate1,20251021-plate1-slot2,2.0,20251021-plate1-slot2-roi02
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish2_24hpf_roi2,casper/rnf,tdmScarlet3S2 (F1 of allele 325),casper/rnf x tdmScarlet3S2 (F1 of allele 325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmScarlet3",20251021-plate1,20251021-plate1-slot2,3.0,20251021-plate1-slot2-roi03
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi1,casper/rnf,tdmScarlet3S2 (F1 of allele 325),casper/rnf x tdmScarlet3S2 (F1 of allele 325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmScarlet3",20251021-plate1,20251021-plate1-slot2,4.0,20251021-plate1-slot2-roi04
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi2,casper/rnf,tdmScarlet3S2 (F1 of allele 325),casper/rnf x tdmScarlet3S2 (F1 of allele 325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmScarlet3",20251021-plate1,20251021-plate1-slot2,5.0,20251021-plate1-slot2-roi05
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi3,casper/rnf,tdmScarlet3S2 (F1 of allele 325),casper/rnf x tdmScarlet3S2 (F1 of allele 325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmScarlet3",20251021-plate1,20251021-plate1-slot2,6.0,20251021-plate1-slot2-roi06
/clusterfs/vast/abcabc/Aang_Foundation/20251021_mem-mito_v2/fish4_24hpf_roi4,casper/rnf,tdmScarlet3S2 (F1 of allele 325),casper/rnf x tdmScarlet3S2 (F1 of allele 325),pDQM136,pDQM136:325,tdmScarlet3,2xLynk,tdmScarlet3::2xLynk(N),membrane,tdmScarlet3(membrane),tdmScarlet3::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmScarlet3",20251021-plate1,20251021-plate1-slot2,7.0,20251021-plate1-slot2-roi07
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish1_24hpf_roi2,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251022-plate1,20251022-plate1-slot1,1.0,20251022-plate1-slot1-roi01
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish1_24hpf_roi3,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251022-plate1,20251022-plate1-slot1,2.0,20251022-plate1-slot1-roi02
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish2_24hpf_roi1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251022-plate1,20251022-plate1-slot1,3.0,20251022-plate1-slot1-roi03
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish2_24hpf_roi2,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251022-plate1,20251022-plate1-slot1,4.0,20251022-plate1-slot1-roi04
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish2_24hpf_roi3,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251022-plate1,20251022-plate1-slot1,5.0,20251022-plate1-slot1-roi05
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish3_24hpf_roi1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251022-plate1,20251022-plate1-slot1,6.0,20251022-plate1-slot1-roi06
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish3_24hpf_roi2,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251022-plate1,20251022-plate1-slot1,7.0,20251022-plate1-slot1-roi07
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish4_24hpf_roi1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251022-plate1,20251022-plate1-slot1,8.0,20251022-plate1-slot1-roi08
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish4_24hpf_roi2,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251022-plate1,20251022-plate1-slot1,9.0,20251022-plate1-slot1-roi09
/clusterfs/vast/abcabc/Korra_Foundation/20251022_mem-histone/fish4_24hpf_roi3,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251022-plate1,20251022-plate1-slot1,10.0,20251022-plate1-slot1-roi10
/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish1_48hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315) x casper/rnf,pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251022-plate1,20251022-plate1-slot2,1.0,20251022-plate1-slot2-roi01
/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish3_48hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315) x casper/rnf,pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251022-plate1,20251022-plate1-slot2,2.0,20251022-plate1-slot2-roi02
/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish3_48hpf_roi2,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315) x casper/rnf,pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251022-plate1,20251022-plate1-slot2,3.0,20251022-plate1-slot2-roi03
/clusterfs/vast/abcabc/Aang_Foundation/20251022_mem-mito/fish4_48hpf_roi1,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315) x casper/rnf,pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251022-plate1,20251022-plate1-slot2,4.0,20251022-plate1-slot2-roi04
/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish1_24hpf_roi1,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251023-plate1,20251023-plate1-slot1,1.0,20251023-plate1-slot1-roi01
/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish1_24hpf_roi2,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251023-plate1,20251023-plate1-slot1,2.0,20251023-plate1-slot1-roi02
/clusterfs/vast/abcabc/Aang_Foundation/20251023_mem-mito/fish3_24hpf_roi1,casper/rnf,ef1a:2xLynk:tdmChilada (F1 of allele 315),casper/rnf x ef1a:2xLynk:tdmChilada (F1 of allele 315),pDQM082,pDQM082:315,tdmChilada,2xLynk,tdmChilada::2xLynk(N),membrane,tdmChilada(membrane),tdmChilada::2xLynk(N)(membrane),,MGCO-01,mStayGold,2Xcox8A,mStayGold::2Xcox8A(N),mitochondria,mStayGold(mitochondria),mStayGold::2Xcox8A(N)(mitochondria),"mStayGold,tdmChilada",20251023-plate1,20251023-plate1-slot1,3.0,20251023-plate1-slot1-roi03
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish2_72hpf_roi1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251024-plate1,20251024-plate1-slot3,1.0,20251024-plate1-slot3-roi01
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish2_72hpf_roi2,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251024-plate1,20251024-plate1-slot3,2.0,20251024-plate1-slot3-roi02
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish2_72hpf_roi3,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251024-plate1,20251024-plate1-slot3,3.0,20251024-plate1-slot3-roi03
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi1,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251024-plate1,20251024-plate1-slot3,4.0,20251024-plate1-slot3-roi04
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi2,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251024-plate1,20251024-plate1-slot3,5.0,20251024-plate1-slot3-roi05
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi3,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251024-plate1,20251024-plate1-slot3,6.0,20251024-plate1-slot3-roi06
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi4,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251024-plate1,20251024-plate1-slot3,7.0,20251024-plate1-slot3-roi07
/clusterfs/vast/abcabc/Korra_Foundation/20251024_mem-histone/fish3_72hpf_roi5,ef1a:2xLynk:tdmSG(J) (F1 of allele 302),tdmScarlet3S2:H2B-tol2 (F1 of allele 324),ef1a:2xLynk:tdmSG(J) (F1 of allele 302) x tdmScarlet3S2:H2B-tol2 (F1 of allele 324),"pDQM005,pDQM133","pDQM005:302,pDQM133:324","tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3",,"tdmSG,tdmScarlet3","tdmSG,tdmScarlet3",,pDQM117,,,mScarlet3S2::H2B(N),,mScarlet3S2(histone),mScarlet3S2::H2B(N)(histone),"tdmSG,tdmScarlet3",20251024-plate1,20251024-plate1-slot3,8.0,20251024-plate1-slot3-roi08
