plate_code,slot_code,legacy_fish_label,fish_code,imaging_nickname,timepoint,notes
aang_20251107_mem_mito_mem_mito,fish1_24hpf_roi2,fish1_24hpf_roi2,FSH_LEGACY_aang_fish1_24hpf_roi2,mem-mito,,
korra_20251112_mem_mito_mem_mito,fish3_48hpf_roi3,fish3_48hpf_roi3,FSH_LEGACY_korra_fish3_48hpf_roi3,mem-mito,,
aang_20250926_mem_mito_mem_mito,fish3_48hpf_roi4,fish3_48hpf_roi4,FSH_LEGACY_aang_fish3_48hpf_roi4,mem-mito,,
aang_20250819_mem_mito_mem_mito,fish1_24hpf_roi7,fish1_24hpf_roi7,FSH_LEGACY_aang_fish1_24hpf_roi7,mem_mito,,
korra_20251024_mem_histone_mem_histone,fish3_72hpf_roi3,fish3_72hpf_roi3,FSH_LEGACY_korra_fish3_72hpf_roi3,mem-histone,,
aang_20251003_mem_tester_mem_tester,fish1_48hpf_xscan_roi3_spine_muscle_tail,fish1_48hpf_xscan_roi3_spine_muscle_tail,FSH_LEGACY_aang_fish1_48hpf_xscan_roi3_spine_muscle_tail,mem_tester,,
aang_20250821_mem_mito_mem_mito,fish4_24hpf_roi1,fish4_24hpf_roi1,FSH_LEGACY_aang_fish4_24hpf_roi1,mem_mito,,
aang_20250919_mem_mito_mem_mito,fish4_24hpf_roi2,fish4_24hpf_roi2,FSH_LEGACY_aang_fish4_24hpf_roi2,mem-mito,,
aang_20251105_mem_mito_mem_mito,fish5_24hpf_roi2,fish5_24hpf_roi2,FSH_LEGACY_aang_fish5_24hpf_roi2,mem-mito,,
aang_20250905_lifeact_mSG_lifeact_mSG,fish2_72hpf_roi2,fish2_72hpf_roi2,FSH_LEGACY_aang_fish2_72hpf_roi2,lifeact-mSG,,
aang_20250917_mem_mito_mem_mito,fish2_48hpf_roi2,fish2_48hpf_roi2,FSH_LEGACY_aang_fish2_48hpf_roi2,mem-mito,,
korra_20250513_skittles_skittles,fish3,fish3,FSH_LEGACY_korra_fish3,skittles,,
korra_20250618_skittlez_skittlez,fish3_roi1,fish3_roi1,FSH_LEGACY_korra_fish3_roi1,skittlez,,
korra_20251022_mem_histone_mem_histone,fish2_24hpf_roi2,fish2_24hpf_roi2,FSH_LEGACY_korra_fish2_24hpf_roi2,mem-histone,,
korra_20250624_skittlez_Chris_x_Liam_skittlez_Chris_x_Liam,fish4_roi3,fish4_roi3,FSH_LEGACY_korra_fish4_roi3,skittlez_Chris_x_Liam,,
korra_20250606_skittlez_skittlez,fish7_roi1,fish7_roi1,FSH_LEGACY_korra_fish7_roi1,skittlez,,
korra_20250605_skittlez_skittlez,fish8_roi1,fish8_roi1,FSH_LEGACY_korra_fish8_roi1,skittlez,,
aang_20250722_mem_halo_er_mSG_mem_halo_er_mSG,fish1_24hpf_roi5,fish1_24hpf_roi5,FSH_LEGACY_aang_fish1_24hpf_roi5,mem-halo_er-mSG,,
aang_20250915_mem_mito_mem_mito,fish3_72hpf_roi3,fish3_72hpf_roi3,FSH_LEGACY_aang_fish3_72hpf_roi3,mem-mito,,
aang_20250926_mem_mito_mem_mito,fish2_48hpf_roi2,fish2_48hpf_roi2,FSH_LEGACY_aang_fish2_48hpf_roi2,mem-mito,,
korra_20250724_mem_mchilada_er_mSG_mem_mchilada_er_mSG,fish1_24hpf,fish1_24hpf,FSH_LEGACY_korra_fish1_24hpf,mem-mchilada_er-mSG,,
aang_20250819_mem_mito_mem_mito,fish6_48hpf_roi3,fish6_48hpf_roi3,FSH_LEGACY_aang_fish6_48hpf_roi3,mem_mito,,
korra_20250609_mem_histone_mem_histone,fish3_24hpf_roi1,fish3_24hpf_roi1,FSH_LEGACY_korra_fish3_24hpf_roi1,mem-histone,,
aang_20250908_mem_mito_mem_mito,fish1_24hpf_roi4,fish1_24hpf_roi4,FSH_LEGACY_aang_fish1_24hpf_roi4,mem-mito,,
aang_20251106_mem_mito_mem_mito,fish3_48hpf_roi1,fish3_48hpf_roi1,FSH_LEGACY_aang_fish3_48hpf_roi1,mem-mito,,
korra_20250801_mem_PCNA_mem_PCNA,fish3_72hpf_roi1,fish3_72hpf_roi1,FSH_LEGACY_korra_fish3_72hpf_roi1,mem-PCNA,,
korra_20251017_microtubules_microtubules,fish2_24hpf_roi1_test,fish2_24hpf_roi1_test,FSH_LEGACY_korra_fish2_24hpf_roi1_test,microtubules,,
aang_20251021_mem_mito_v2_mem_mito_v2,fish1_24hpf_roi1,fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,mem-mito_v2,,
korra_20251013_mem_histone_mem_histone,fish3_96hpf_roi2,fish3_96hpf_roi2,FSH_LEGACY_korra_fish3_96hpf_roi2,mem-histone,,
aang_20250917_mem_mito_mem_mito,fish6_48hpf_roi2,fish6_48hpf_roi2,FSH_LEGACY_aang_fish6_48hpf_roi2,mem-mito,,
korra_20250624_skittlez_Chris_x_Liam_skittlez_Chris_x_Liam,fish6_roi2,fish6_roi2,FSH_LEGACY_korra_fish6_roi2,skittlez_Chris_x_Liam,,
aang_20250819_mem_mito_mem_mito,fish3_24hpf_roi1,fish3_24hpf_roi1,FSH_LEGACY_aang_fish3_24hpf_roi1,mem_mito,,
aang_20250912_mem_mito_mem_mito,fish3_72hpf_roi9,fish3_72hpf_roi9,FSH_LEGACY_aang_fish3_72hpf_roi9,mem-mito,,
aang_20250918_mem_mito_mem_mito,fish2_72hpf_roi4,fish2_72hpf_roi4,FSH_LEGACY_aang_fish2_72hpf_roi4,mem-mito,,
aang_20251010_mem_mito_mem_mito,fish2_24hpf_roi2,fish2_24hpf_roi2,FSH_LEGACY_aang_fish2_24hpf_roi2,mem-mito,,
aang_20250915_mem_mito_mem_mito,fish1_72hpf_roi5,fish1_72hpf_roi5,FSH_LEGACY_aang_fish1_72hpf_roi5,mem-mito,,
korra_20250603_skittlez_skittlez,fish2_roi1_1,fish2_roi1_1,FSH_LEGACY_korra_fish2_roi1_1,skittlez,,
aang_20250905_lifeact_mSG_lifeact_mSG,fish2_72hpf_roi3,fish2_72hpf_roi3,FSH_LEGACY_aang_fish2_72hpf_roi3,lifeact-mSG,,
aang_20251107_mem_mito_mem_mito,fish1_24hpf_roi1,fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,mem-mito,,
aang_20250917_mem_mito_mem_mito,fish3_48hpf_roi3,fish3_48hpf_roi3,FSH_LEGACY_aang_fish3_48hpf_roi3,mem-mito,,
korra_20250605_skittlez_skittlez,fish11_roi2,fish11_roi2,FSH_LEGACY_korra_fish11_roi2,skittlez,,
aang_20251027_mem_histone_mem_histone,fish3_120hpf_roi6,fish3_120hpf_roi6,FSH_LEGACY_aang_fish3_120hpf_roi6,mem-histone,,
korra_20251009_skittlez_skittlez,fish1_roi1,fish1_roi1,FSH_LEGACY_korra_fish1_roi1,skittlez,,
korra_20250605_skittlez_skittlez,fish14_roi1,fish14_roi1,FSH_LEGACY_korra_fish14_roi1,skittlez,,
korra_20250606_skittlez_skittlez,fish14_roi2,fish14_roi2,FSH_LEGACY_korra_fish14_roi2,skittlez,,
aang_20250821_mem_mito_mem_mito,fish3_24hpf_roi2,fish3_24hpf_roi2,FSH_LEGACY_aang_fish3_24hpf_roi2,mem_mito,,
aang_20250925_mem_mito_mem_mito,fish3_48hpf_roi1,fish3_48hpf_roi1,FSH_LEGACY_aang_fish3_48hpf_roi1,mem-mito,,
aang_20250819_mem_mito_mem_mito,fish6_48hpf_roi4,fish6_48hpf_roi4,FSH_LEGACY_aang_fish6_48hpf_roi4,mem_mito,,
aang_20250912_mem_mito_mem_mito,fish4_72hpf_roi2,fish4_72hpf_roi2,FSH_LEGACY_aang_fish4_72hpf_roi2,mem-mito,,
korra_20250612_skittlez_skittlez,fish5_roi2,fish5_roi2,FSH_LEGACY_korra_fish5_roi2,skittlez,,
korra_20250624_skittlez_Chris_x_Liam_skittlez_Chris_x_Liam,fish3_roi1,fish3_roi1,FSH_LEGACY_korra_fish3_roi1,skittlez_Chris_x_Liam,,
aang_20251002_mem_mito_mem_mito,fish5_24hpf_roi2,fish5_24hpf_roi2,FSH_LEGACY_aang_fish5_24hpf_roi2,mem_mito,,
aang_20250924_mem_mito_mem_mito,fish1_24hpf_roi6,fish1_24hpf_roi6,FSH_LEGACY_aang_fish1_24hpf_roi6,mem-mito,,
aang_20250922_mem_mito_mem_mito,fish1_72hpf_roi4,fish1_72hpf_roi4,FSH_LEGACY_aang_fish1_72hpf_roi4,mem-mito,,
aang_20250821_mem_mito_mem_mito,fish1_24hpf_roi2,fish1_24hpf_roi2,FSH_LEGACY_aang_fish1_24hpf_roi2,mem_mito,,
aang_20250903_lifeact_mSG_lifeact_mSG,fish2_24hpf_roi1,fish2_24hpf_roi1,FSH_LEGACY_aang_fish2_24hpf_roi1,lifeact-mSG,,
korra_20250619_skittlez_skittlez,fish5_roi1,fish5_roi1,FSH_LEGACY_korra_fish5_roi1,skittlez,,
aang_20250721_72hpf_mrna_mSG_organelle_LLS_SIM_72hpf_mrna_mSG_organelle_LLS_SIM,er_roi1,er_roi1,FSH_LEGACY_aang_er_roi1,72hpf_mrna_mSG_organelle_LLS-SIM,,
aang_20251106_mem_mito_mem_mito,fish5_48hpf_roi3,fish5_48hpf_roi3,FSH_LEGACY_aang_fish5_48hpf_roi3,mem-mito,,
aang_20251021_mem_mito_mem_mito,fish5_24hpf_roi1,fish5_24hpf_roi1,FSH_LEGACY_aang_fish5_24hpf_roi1,mem-mito,,
aang_20251007_mem_histone_mem_histone,fish2_48hpf_roi4,fish2_48hpf_roi4,FSH_LEGACY_aang_fish2_48hpf_roi4,mem_histone,,
korra_20250728_mem_histone_mem_histone,fish1_roi1,fish1_roi1,FSH_LEGACY_korra_fish1_roi1,mem-histone,,
aang_20251010_mem_mito_mem_mito,fish4_24hpf_roi2,fish4_24hpf_roi2,FSH_LEGACY_aang_fish4_24hpf_roi2,mem-mito,,
aang_20250924_mem_mito_mem_mito,fish3_24hpf_roi7,fish3_24hpf_roi7,FSH_LEGACY_aang_fish3_24hpf_roi7,mem-mito,,
korra_20250528_mem_histone_mem_histone,fish3,fish3,FSH_LEGACY_korra_fish3,mem-histone,,
aang_20250922_mem_mito_mem_mito,fish5_72hpf_roi3,fish5_72hpf_roi3,FSH_LEGACY_aang_fish5_72hpf_roi3,mem-mito,,
aang_20250805_mito_mem_halo_mito_mem_halo,fish1_24hpf_roi2,fish1_24hpf_roi2,FSH_LEGACY_aang_fish1_24hpf_roi2,mito_mem-halo,,
korra_20250606_skittlez_skittlez,fish14_roi3,fish14_roi3,FSH_LEGACY_korra_fish14_roi3,skittlez,,
korra_20251024_mem_histone_mem_histone,fish3_72hpf_roi2,fish3_72hpf_roi2,FSH_LEGACY_korra_fish3_72hpf_roi2,mem-histone,,
korra_20251020_mem_histone_mem_histone,fish2_72hpf_roi3,fish2_72hpf_roi3,FSH_LEGACY_korra_fish2_72hpf_roi3,mem-histone,,
korra_20250618_skittlez_skittlez,fish4_roi1,fish4_roi1,FSH_LEGACY_korra_fish4_roi1,skittlez,,
aang_20250722_mrna_mito_mSG_mem_mChilada_mrna_mito_mSG_mem_mChilada,fish1_roi3,fish1_roi3,FSH_LEGACY_aang_fish1_roi3,mrna_mito-mSG_mem-mChilada,,
korra_20250606_skittlez_skittlez,fish13_roi1,fish13_roi1,FSH_LEGACY_korra_fish13_roi1,skittlez,,
aang_20250722_mrna_mito_mSG_mem_mChilada_mrna_mito_mSG_mem_mChilada,fish2_48hpf_roi5,fish2_48hpf_roi5,FSH_LEGACY_aang_fish2_48hpf_roi5,mrna_mito-mSG_mem-mChilada,,
aang_20250722_mem_halo_er_mSG_mem_halo_er_mSG,fish2_24hpf_roi4,fish2_24hpf_roi4,FSH_LEGACY_aang_fish2_24hpf_roi4,mem-halo_er-mSG,,
aang_20251015_mem_histone_mem_histone,fish2_48hpf_roi1,fish2_48hpf_roi1,FSH_LEGACY_aang_fish2_48hpf_roi1,mem-histone,,
aang_20251010_mem_mito_mem_mito,fish5_24hpf_roi1,fish5_24hpf_roi1,FSH_LEGACY_aang_fish5_24hpf_roi1,mem-mito,,
aang_20251002_mem_mito_mem_mito,fish6_24hpf_roi2,fish6_24hpf_roi2,FSH_LEGACY_aang_fish6_24hpf_roi2,mem_mito,,
korra_20251027_mem_histone_mem_histone,fish3_72hpf_roi3,fish3_72hpf_roi3,FSH_LEGACY_korra_fish3_72hpf_roi3,mem-histone,,
aang_20250819_mem_ER_mem_ER,roi1_newscripttest,roi1_newscripttest,FSH_LEGACY_aang_roi1_newscripttest,mem_ER,,
aang_20250819_mem_mito_mem_mito,fish4_48hpf_roi8,fish4_48hpf_roi8,FSH_LEGACY_aang_fish4_48hpf_roi8,mem_mito,,
korra_20250606_skittlez_skittlez,fish11_roi2,fish11_roi2,FSH_LEGACY_korra_fish11_roi2,skittlez,,
korra_20250605_skittlez_skittlez,fish2_roi1,fish2_roi1,FSH_LEGACY_korra_fish2_roi1,skittlez,,
aang_20251021_mem_mito_v2_mem_mito_v2,fish4_24hpf_roi1,fish4_24hpf_roi1,FSH_LEGACY_aang_fish4_24hpf_roi1,mem-mito_v2,,
aang_20251002_mem_mito_mem_mito,fish10_24hpf_roi2,fish10_24hpf_roi2,FSH_LEGACY_aang_fish10_24hpf_roi2,mem_mito,,
korra_20250528_mem_histone_mem_histone,fish2,fish2,FSH_LEGACY_korra_fish2,mem-histone,,
aang_20250912_mem_mito_mem_mito,fish3_72hpf_roi12,fish3_72hpf_roi12,FSH_LEGACY_aang_fish3_72hpf_roi12,mem-mito,,
aang_20250924_mem_mito_mem_mito,fish1_24hpf_roi1,fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,mem-mito,,
korra_20250624_skittlez_Chris_x_Liam_skittlez_Chris_x_Liam,fish7_roi2,fish7_roi2,FSH_LEGACY_korra_fish7_roi2,skittlez_Chris_x_Liam,,
aang_20250915_mem_mito_mem_mito,fish5_72hpf_roi2,fish5_72hpf_roi2,FSH_LEGACY_aang_fish5_72hpf_roi2,mem-mito,,
aang_20250917_mem_mito_mem_mito,fish5_48hpf_roi3,fish5_48hpf_roi3,FSH_LEGACY_aang_fish5_48hpf_roi3,mem-mito,,
korra_20250609_mem_histone_mem_histone,fish5_48hpf_roi2,fish5_48hpf_roi2,FSH_LEGACY_korra_fish5_48hpf_roi2,mem-histone,,
korra_20250612_skittlez_skittlez,fish4_roi1,fish4_roi1,FSH_LEGACY_korra_fish4_roi1,skittlez,,
aang_20250828_mem_actin_mem_actin,fish6_24hpf_roi1,fish6_24hpf_roi1,FSH_LEGACY_aang_fish6_24hpf_roi1,mem_actin,,
korra_20251112_mem_mito_mem_mito,fish2_48hpf_roi2,fish2_48hpf_roi2,FSH_LEGACY_korra_fish2_48hpf_roi2,mem-mito,,
aang_20251106_mem_mito_mem_mito,fish4_48hpf_roi4,fish4_48hpf_roi4,FSH_LEGACY_aang_fish4_48hpf_roi4,mem-mito,,
aang_20250721_72hpf_mrna_mSG_organelle_LLS_SIM_72hpf_mrna_mSG_organelle_LLS_SIM,er_roi3,er_roi3,FSH_LEGACY_aang_er_roi3,72hpf_mrna_mSG_organelle_LLS-SIM,,
aang_20250924_mem_mito_mem_mito,fish3_24hpf_roi1_test,fish3_24hpf_roi1_test,FSH_LEGACY_aang_fish3_24hpf_roi1_test,mem-mito,,
korra_20250619_skittlez_skittlez,fish4_roi1,fish4_roi1,FSH_LEGACY_korra_fish4_roi1,skittlez,,
aang_20250918_mem_mito_mem_mito,fish3_72hpf_roi8,fish3_72hpf_roi8,FSH_LEGACY_aang_fish3_72hpf_roi8,mem-mito,,
aang_20251106_mem_mito_mem_mito,fish4_48hpf_roi2,fish4_48hpf_roi2,FSH_LEGACY_aang_fish4_48hpf_roi2,mem-mito,,
korra_20250715_mem_organelle_mem_organelle,fish5_48hpf_mem_mito_halo_er_msc2,fish5_48hpf_mem_mito_halo_er_msc2,FSH_LEGACY_korra_fish5_48hpf_mem_mito_halo_er_msc2,mem_organelle,,
aang_20250905_lifeact_mSG_lifeact_mSG,fish2_72hpf_roi1,fish2_72hpf_roi1,FSH_LEGACY_aang_fish2_72hpf_roi1,lifeact-mSG,,
korra_20251020_mem_histone_mem_histone,fish1_72hpf_roi2,fish1_72hpf_roi2,FSH_LEGACY_korra_fish1_72hpf_roi2,mem-histone,,
aang_20250908_mem_mito_mem_mito,fish2_72hpf_roi1,fish2_72hpf_roi1,FSH_LEGACY_aang_fish2_72hpf_roi1,mem-mito,,
korra_20250529_skittlez_skittlez,fish11_roi1_eye_2,fish11_roi1_eye_2,FSH_LEGACY_korra_fish11_roi1_eye_2,skittlez,,
korra_20251106_mem_mito_mem_mito,fish2_48hpf_roi2,fish2_48hpf_roi2,FSH_LEGACY_korra_fish2_48hpf_roi2,mem-mito,,
aang_20250919_mem_mito_mem_mito,fish7_24hpf_roi3,fish7_24hpf_roi3,FSH_LEGACY_aang_fish7_24hpf_roi3,mem-mito,,
aang_20250917_mem_mito_mem_mito,fish2_48hpf_roi1,fish2_48hpf_roi1,FSH_LEGACY_aang_fish2_48hpf_roi1,mem-mito,,
korra_20250603_skittlez_skittlez,fish8_roi1,fish8_roi1,FSH_LEGACY_korra_fish8_roi1,skittlez,,
aang_20250919_mem_mito_mem_mito,fish7_24hpf_roi2,fish7_24hpf_roi2,FSH_LEGACY_aang_fish7_24hpf_roi2,mem-mito,,
aang_20251015_mem_histone_mem_histone,fish4_48hpf_roi1,fish4_48hpf_roi1,FSH_LEGACY_aang_fish4_48hpf_roi1,mem-histone,,
aang_20251106_mem_mito_mem_mito,fish2_48hpf_roi1,fish2_48hpf_roi1,FSH_LEGACY_aang_fish2_48hpf_roi1,mem-mito,,
aang_20251027_mem_histone_mem_histone,fish3_120hpf_roi7,fish3_120hpf_roi7,FSH_LEGACY_aang_fish3_120hpf_roi7,mem-histone,,
korra_20250619_skittlez_skittlez,fish3_roi2,fish3_roi2,FSH_LEGACY_korra_fish3_roi2,skittlez,,
aang_20250819_mem_ER_mem_ER,fish1_24hpf_roi4,fish1_24hpf_roi4,FSH_LEGACY_aang_fish1_24hpf_roi4,mem_ER,,
aang_20251028_mem_peroxi_mem_peroxi,fish4_24hpf_roi1,fish4_24hpf_roi1,FSH_LEGACY_aang_fish4_24hpf_roi1,mem-peroxi,,
aang_20251001_mem_histone_mem_histone,fish5_24hpf_roi2,fish5_24hpf_roi2,FSH_LEGACY_aang_fish5_24hpf_roi2,mem-histone,,
aang_20250911_mem_mito_mem_mito,fish1_48hpf_roi5,fish1_48hpf_roi5,FSH_LEGACY_aang_fish1_48hpf_roi5,mem-mito,,
aang_20250819_mem_mito_mem_mito,fish6_48hpf_roi5,fish6_48hpf_roi5,FSH_LEGACY_aang_fish6_48hpf_roi5,mem_mito,,
korra_20250715_mem_organelle_mem_organelle,fish3_24hpf_mem_mito_msc3_er_halo,fish3_24hpf_mem_mito_msc3_er_halo,FSH_LEGACY_korra_fish3_24hpf_mem_mito_msc3_er_halo,mem_organelle,,
aang_20250903_lifeact_mSG_lifeact_mSG,fish1_24hpf_roi3_2,fish1_24hpf_roi3_2,FSH_LEGACY_aang_fish1_24hpf_roi3_2,lifeact-mSG,,
aang_20250821_mem_mito_mem_mito,fish2_24hpf_roi1,fish2_24hpf_roi1,FSH_LEGACY_aang_fish2_24hpf_roi1,mem_mito,,
aang_20250911_mem_mito_mem_mito,fish2_48hpf_roi3,fish2_48hpf_roi3,FSH_LEGACY_aang_fish2_48hpf_roi3,mem-mito,,
aang_20250918_mem_mito_mem_mito,fish3_72hpf_roi10,fish3_72hpf_roi10,FSH_LEGACY_aang_fish3_72hpf_roi10,mem-mito,,
aang_20251006_mem_histone_mem_histone,fish1_24hpf_roi2,fish1_24hpf_roi2,FSH_LEGACY_aang_fish1_24hpf_roi2,mem_histone,,
aang_20250805_mito_mem_halo_mito_mem_halo,fish2_24hpf_roi3,fish2_24hpf_roi3,FSH_LEGACY_aang_fish2_24hpf_roi3,mito_mem-halo,,
korra_20250528_mem_histone_mem_histone,fish1,fish1,FSH_LEGACY_korra_fish1,mem-histone,,
aang_20251002_mem_mito_mem_mito,fish11_24hpf_roi2,fish11_24hpf_roi2,FSH_LEGACY_aang_fish11_24hpf_roi2,mem_mito,,
korra_20250801_mem_PCNA_mem_PCNA,fish2_roi1,fish2_roi1,FSH_LEGACY_korra_fish2_roi1,mem-PCNA,,
korra_20250520_mem_histone_mem_histone,fish5,fish5,FSH_LEGACY_korra_fish5,mem_histone,,
aang_20250919_mem_mito_mem_mito,fish5_24hpf_roi2,fish5_24hpf_roi2,FSH_LEGACY_aang_fish5_24hpf_roi2,mem-mito,,
korra_20250613_skittlez_skittlez,fish8_roi1,fish8_roi1,FSH_LEGACY_korra_fish8_roi1,skittlez,,
aang_20250918_mem_mito_mem_mito,fish2_72hpf_roi1,fish2_72hpf_roi1,FSH_LEGACY_aang_fish2_72hpf_roi1,mem-mito,,
aang_20250922_mem_mito_mem_mito,fish2_72hpf_roi1,fish2_72hpf_roi1,FSH_LEGACY_aang_fish2_72hpf_roi1,mem-mito,,
korra_20250618_skittlez_skittlez,fish8_roi1,fish8_roi1,FSH_LEGACY_korra_fish8_roi1,skittlez,,
aang_20251002_mem_mito_mem_mito,fish12_24hpf_roi4,fish12_24hpf_roi4,FSH_LEGACY_aang_fish12_24hpf_roi4,mem_mito,,
aang_20250805_lifeact_mem_halo_lifeact_mem_halo,fish1_48hpf_roi5,fish1_48hpf_roi5,FSH_LEGACY_aang_fish1_48hpf_roi5,lifeact_mem-halo,,
aang_20251003_mem_tester_mem_tester,fish1_48hpf_xscan_roi1_brain,fish1_48hpf_xscan_roi1_brain,FSH_LEGACY_aang_fish1_48hpf_xscan_roi1_brain,mem_tester,,
korra_20251022_mem_histone_mem_histone,fish2_24hpf_roi3,fish2_24hpf_roi3,FSH_LEGACY_korra_fish2_24hpf_roi3,mem-histone,,
aang_20251028_mem_peroxi_mem_peroxi,fish1_24hpf_roi1,fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,mem-peroxi,,
aang_20250926_mem_mito_mem_mito,fish1_48hpf_roi2,fish1_48hpf_roi2,FSH_LEGACY_aang_fish1_48hpf_roi2,mem-mito,,
aang_20250924_mem_mito_mem_mito,fish3_24hpf_roi1,fish3_24hpf_roi1,FSH_LEGACY_aang_fish3_24hpf_roi1,mem-mito,,
aang_20250828_mem_actin_mem_actin,fish5_24hpf_roi1,fish5_24hpf_roi1,FSH_LEGACY_aang_fish5_24hpf_roi1,mem_actin,,
korra_20251106_mem_mito_mem_mito,fish2_48hpf_roi4,fish2_48hpf_roi4,FSH_LEGACY_korra_fish2_48hpf_roi4,mem-mito,,
korra_20251106_mem_mito_mem_mito,fish2_48hpf_roi1,fish2_48hpf_roi1,FSH_LEGACY_korra_fish2_48hpf_roi1,mem-mito,,
korra_20250603_skittlez_skittlez,fish3_roi1,fish3_roi1,FSH_LEGACY_korra_fish3_roi1,skittlez,,
aang_20251106_mem_mito_mem_mito,fish4_48hpf_roi1,fish4_48hpf_roi1,FSH_LEGACY_aang_fish4_48hpf_roi1,mem-mito,,
korra_20250429_mem_cytosol_mem_cytosol,fish3_mem_halo_24hpf,fish3_mem-halo_24hpf,FSH_LEGACY_korra_fish3_mem_halo_24hpf,mem_cytosol,,
aang_20250821_mem_mito_mem_mito,fish7_48hpf_roi1,fish7_48hpf_roi1,FSH_LEGACY_aang_fish7_48hpf_roi1,mem_mito,,
korra_20250603_skittlez_skittlez,fish1_roi1_1,fish1_roi1_1,FSH_LEGACY_korra_fish1_roi1_1,skittlez,,
aang_20251013_mem_histone_mem_histone,fish1_96hpf_roi3,fish1_96hpf_roi3,FSH_LEGACY_aang_fish1_96hpf_roi3,mem-histone,,
aang_20251002_mem_mito_mem_mito,fish5_24hpf_roi3,fish5_24hpf_roi3,FSH_LEGACY_aang_fish5_24hpf_roi3,mem_mito,,
korra_20250529_skittlez_skittlez,fish12_roi1,fish12_roi1,FSH_LEGACY_korra_fish12_roi1,skittlez,,
korra_20250616_mem_histone_mem_histone,fish4_24hpf_roi1_brain,fish4_24hpf_roi1_brain,FSH_LEGACY_korra_fish4_24hpf_roi1_brain,mem-histone,,
korra_20250619_skittlez_skittlez,fish5_roi2,fish5_roi2,FSH_LEGACY_korra_fish5_roi2,skittlez,,
aang_20250918_mem_mito_mem_mito,fish3_72hpf_roi5,fish3_72hpf_roi5,FSH_LEGACY_aang_fish3_72hpf_roi5,mem-mito,,
aang_20251016_mem_mito_mem_mito,fish1_72hpf_roi1,fish1_72hpf_roi1,FSH_LEGACY_aang_fish1_72hpf_roi1,mem-mito,,
korra_20250625_skittlez_skittlez,fish1_roi2,fish1_roi2,FSH_LEGACY_korra_fish1_roi2,skittlez,,
korra_20250530_mem_histone_mem_histone,fish2_roi1,fish2_roi1,FSH_LEGACY_korra_fish2_roi1,mem-histone,,
aang_20250918_mem_mito_mem_mito,fish1_72hpf_roi4,fish1_72hpf_roi4,FSH_LEGACY_aang_fish1_72hpf_roi4,mem-mito,,
aang_20250926_mem_mito_mem_mito,fish1_48hpf_roi4,fish1_48hpf_roi4,FSH_LEGACY_aang_fish1_48hpf_roi4,mem-mito,,
korra_analysis_test_test,fish1_roi1,fish1_roi1,FSH_LEGACY_korra_fish1_roi1,test,,
aang_20251001_mem_histone_mem_histone,fish2_24hpf_roi2,fish2_24hpf_roi2,FSH_LEGACY_aang_fish2_24hpf_roi2,mem-histone,,
aang_20251027_mem_histone_mem_histone,fish3_120hpf_roi3,fish3_120hpf_roi3,FSH_LEGACY_aang_fish3_120hpf_roi3,mem-histone,,
aang_20251027_mem_histone_mem_histone,fish1_120hpf_roi1,fish1_120hpf_roi1,FSH_LEGACY_aang_fish1_120hpf_roi1,mem-histone,,
aang_20250821_mem_mito_mem_mito,fish7_48hpf_roi2,fish7_48hpf_roi2,FSH_LEGACY_aang_fish7_48hpf_roi2,mem_mito,,
korra_20250429_mem_cytosol_mem_cytosol,fish2_48hpf,fish2_48hpf,FSH_LEGACY_korra_fish2_48hpf,mem_cytosol,,
korra_20250529_skittlez_skittlez,fish15_roi1,fish15_roi1,FSH_LEGACY_korra_fish15_roi1,skittlez,,
korra_20250603_skittlez_skittlez,fish9_roi2,fish9_roi2,FSH_LEGACY_korra_fish9_roi2,skittlez,,
korra_20250429_mem_cytosol_mem_cytosol,fish1_24hpf,fish1_24hpf,FSH_LEGACY_korra_fish1_24hpf,mem_cytosol,,
aang_20250912_mem_mito_mem_mito,fish4_72hpf_roi4,fish4_72hpf_roi4,FSH_LEGACY_aang_fish4_72hpf_roi4,mem-mito,,
aang_20251020_mem_histone_mem_histone,fish3_72hpf_roi3,fish3_72hpf_roi3,FSH_LEGACY_aang_fish3_72hpf_roi3,mem-histone,,
aang_20251006_mem_histone_mem_histone,fish6_24hpf_roi1,fish6_24hpf_roi1,FSH_LEGACY_aang_fish6_24hpf_roi1,mem_histone,,
aang_20250917_mem_mito_mem_mito,fish4_48hpf_roi5,fish4_48hpf_roi5,FSH_LEGACY_aang_fish4_48hpf_roi5,mem-mito,,
korra_20251020_mem_histone_mem_histone,fish1_72hpf_roi1,fish1_72hpf_roi1,FSH_LEGACY_korra_fish1_72hpf_roi1,mem-histone,,
aang_20250922_mem_mito_mem_mito,fish5_72hpf_roi2,fish5_72hpf_roi2,FSH_LEGACY_aang_fish5_72hpf_roi2,mem-mito,,
aang_20250805_mito_mem_halo_mito_mem_halo,fish2_24hpf_roi2,fish2_24hpf_roi2,FSH_LEGACY_aang_fish2_24hpf_roi2,mito_mem-halo,,
aang_20250904_lifeact_mSG_lifeact_mSG,fish1_24hpf_roi1,fish1_24hpf_roi1,FSH_LEGACY_aang_fish1_24hpf_roi1,lifeact-mSG,,
